Results: 	[[0.7165], [0.7396], [0.7222], [0.7283], [0.675], [0.7369]]	
Results: 	[[0.7165, 0.7148], [0.7396, 0.7404], [0.7222, 0.7213], [0.7283, 0.7272], [0.675, 0.6746], [0.7369, 0.7379]]	
Results: 	[[0.7165, 0.7148, 0.716], [0.7396, 0.7404, 0.7377], [0.7222, 0.7213, 0.7209], [0.7283, 0.7272, 0.7247], [0.675, 0.6746, 0.6634], [0.7369, 0.7379, 0.7381]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149], [0.7396, 0.7404, 0.7377, 0.7393], [0.7222, 0.7213, 0.7209, 0.7197], [0.7283, 0.7272, 0.7247, 0.7264], [0.675, 0.6746, 0.6634, 0.667], [0.7369, 0.7379, 0.7381, 0.7373]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354], [0.7222, 0.7213, 0.7209, 0.7197, 0.723], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312], [0.675, 0.6746, 0.6634, 0.667, 0.675], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148, 0.7143], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394, 0.7446], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239, 0.7254], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276, 0.7315], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666, 0.672], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364, 0.7362]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148, 0.7143, 0.7127], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394, 0.7446, 0.7416], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239, 0.7254, 0.7232], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276, 0.7315, 0.7277], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666, 0.672, 0.6712], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364, 0.7362, 0.7363]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148, 0.7143, 0.7127, 0.7127], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394, 0.7446, 0.7416, 0.7404], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239, 0.7254, 0.7232, 0.7233], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276, 0.7315, 0.7277, 0.7275], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666, 0.672, 0.6712, 0.669], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364, 0.7362, 0.7363, 0.7379]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148, 0.7143, 0.7127, 0.7127, 0.7154], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394, 0.7446, 0.7416, 0.7404, 0.7377], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239, 0.7254, 0.7232, 0.7233, 0.7226], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276, 0.7315, 0.7277, 0.7275, 0.7293], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666, 0.672, 0.6712, 0.669, 0.6708], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364, 0.7362, 0.7363, 0.7379, 0.7386]]	
Results: 	[[0.7165, 0.7148, 0.716, 0.7149, 0.7132, 0.716, 0.7133, 0.7148, 0.7143, 0.7127, 0.7127, 0.7154, 0.7132], [0.7396, 0.7404, 0.7377, 0.7393, 0.7354, 0.7381, 0.7361, 0.7394, 0.7446, 0.7416, 0.7404, 0.7377, 0.7385], [0.7222, 0.7213, 0.7209, 0.7197, 0.723, 0.722, 0.7241, 0.7239, 0.7254, 0.7232, 0.7233, 0.7226, 0.7209], [0.7283, 0.7272, 0.7247, 0.7264, 0.7312, 0.7278, 0.7254, 0.7276, 0.7315, 0.7277, 0.7275, 0.7293, 0.7294], [0.675, 0.6746, 0.6634, 0.667, 0.675, 0.6811, 0.6728, 0.6666, 0.672, 0.6712, 0.669, 0.6708, 0.6739], [0.7369, 0.7379, 0.7381, 0.7373, 0.7408, 0.7382, 0.7389, 0.7364, 0.7362, 0.7363, 0.7379, 0.7386, 0.7372]]	
