Results: 	[[0.783], [0.7989], [0.7378]]	
Results: 	[[0.783, 0.783], [0.7989, 0.8017], [0.7378, 0.7417]]	
Results: 	[[0.783, 0.783, 0.7817], [0.7989, 0.8017, 0.8022], [0.7378, 0.7417, 0.7406]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853], [0.7989, 0.8017, 0.8022, 0.8024], [0.7378, 0.7417, 0.7406, 0.7404]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835, 0.7847], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007, 0.8011], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403, 0.7373]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835, 0.7847, 0.782], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007, 0.8011, 0.8001], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403, 0.7373, 0.74]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835, 0.7847, 0.782, 0.7849], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007, 0.8011, 0.8001, 0.8023], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403, 0.7373, 0.74, 0.7434]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835, 0.7847, 0.782, 0.7849, 0.783], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007, 0.8011, 0.8001, 0.8023, 0.8011], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403, 0.7373, 0.74, 0.7434, 0.7439]]	
Results: 	[[0.783, 0.783, 0.7817, 0.7853, 0.7849, 0.783, 0.7835, 0.7847, 0.782, 0.7849, 0.783, 0.7871], [0.7989, 0.8017, 0.8022, 0.8024, 0.7994, 0.8008, 0.8007, 0.8011, 0.8001, 0.8023, 0.8011, 0.7988], [0.7378, 0.7417, 0.7406, 0.7404, 0.7395, 0.7376, 0.7403, 0.7373, 0.74, 0.7434, 0.7439, 0.7361]]	
